"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome"
34,"technician","married","secondary","no",1,"no","no","cellular",28,"aug",535,2,-1,0,"unknown"
45,"blue-collar","married","primary","no",19,"yes","no","unknown",29,"may",33,2,-1,0,"unknown"
30,"entrepreneur","married","secondary","no",12737,"no","yes","cellular",19,"nov",589,2,-1,0,"unknown"
33,"blue-collar","married","secondary","no",-241,"yes","yes","unknown",27,"may",169,1,-1,0,"unknown"
30,"technician","single","secondary","no",1692,"yes","yes","unknown",28,"may",141,2,-1,0,"unknown"
35,"admin.","single","secondary","no",414,"yes","no","unknown",13,"may",386,2,-1,0,"unknown"
40,"self-employed","married","primary","no",422,"yes","no","unknown",14,"may",187,3,-1,0,"unknown"
38,"self-employed","married","tertiary","no",327,"yes","no","cellular",6,"may",69,2,-1,0,"unknown"
59,"retired","divorced","tertiary","no",3444,"no","no","cellular",10,"aug",252,1,185,2,"success"
35,"blue-collar","married","primary","no",77,"yes","no","unknown",26,"may",282,3,-1,0,"unknown"
38,"blue-collar","single","primary","no",-5,"yes","no","unknown",21,"may",30,12,-1,0,"unknown"
35,"admin.","single","secondary","no",663,"yes","no","cellular",2,"apr",359,3,-1,0,"unknown"
31,"admin.","single","secondary","no",1340,"no","no","cellular",15,"may",185,1,-1,0,"unknown"
38,"technician","married","secondary","no",710,"yes","no","cellular",17,"apr",196,1,346,3,"failure"
25,"blue-collar","single","secondary","no",-375,"yes","no","cellular",14,"jul",61,2,-1,0,"unknown"
43,"blue-collar","single","secondary","no",592,"yes","no","cellular",14,"may",260,1,-1,0,"unknown"
32,"technician","single","secondary","no",801,"yes","no","cellular",17,"apr",637,1,-1,0,"unknown"
33,"technician","single","secondary","no",1769,"yes","no","cellular",18,"nov",273,1,182,1,"failure"
56,"retired","married","tertiary","no",5769,"no","no","unknown",20,"jun",15,3,-1,0,"unknown"
42,"technician","divorced","secondary","no",2861,"no","no","cellular",22,"aug",30,5,-1,0,"unknown"
49,"entrepreneur","married","tertiary","no",4976,"yes","no","cellular",13,"may",36,9,173,1,"failure"
49,"services","married","secondary","no",1314,"no","no","cellular",14,"aug",834,14,-1,0,"unknown"
27,"management","single","tertiary","no",405,"yes","no","cellular",7,"may",129,2,-1,0,"unknown"
54,"technician","married","secondary","no",658,"no","no","cellular",12,"aug",398,4,-1,0,"unknown"
39,"management","married","tertiary","no",3913,"no","no","cellular",18,"aug",150,4,-1,0,"unknown"
58,"retired","married","secondary","no",13,"no","no","cellular",7,"aug",92,4,-1,0,"unknown"
60,"retired","divorced","tertiary","no",2166,"no","no","unknown",20,"jun",8,9,-1,0,"unknown"
48,"blue-collar","divorced","secondary","no",-314,"yes","no","cellular",18,"may",7,5,-1,0,"unknown"
35,"management","single","tertiary","no",797,"yes","no","unknown",8,"may",81,1,-1,0,"unknown"
55,"blue-collar","married","primary","no",2490,"no","no","telephone",25,"jul",106,3,-1,0,"unknown"
33,"blue-collar","married","secondary","no",3259,"yes","no","unknown",20,"may",182,1,-1,0,"unknown"
33,"management","married","tertiary","no",812,"no","no","cellular",22,"dec",396,1,-1,0,"unknown"
32,"admin.","married","secondary","no",0,"yes","yes","unknown",1,"jul",122,1,-1,0,"unknown"
30,"management","married","tertiary","no",739,"no","no","cellular",17,"mar",163,2,-1,0,"unknown"
33,"management","married","tertiary","no",1390,"no","no","cellular",7,"sep",92,1,84,4,"failure"
52,"admin.","single","secondary","no",2398,"yes","no","cellular",3,"nov",412,1,-1,0,"unknown"
58,"retired","married","primary","no",-257,"yes","yes","cellular",8,"aug",163,2,-1,0,"unknown"
26,"blue-collar","single","secondary","no",856,"yes","yes","cellular",30,"jul",95,5,-1,0,"unknown"
51,"blue-collar","married","primary","no",201,"yes","no","cellular",17,"jul",582,2,-1,0,"unknown"
46,"management","married","tertiary","no",587,"no","no","telephone",2,"feb",186,1,-1,0,"unknown"
36,"management","single","tertiary","no",3139,"no","no","unknown",3,"jun",182,5,-1,0,"unknown"
30,"admin.","married","primary","no",-171,"yes","no","unknown",28,"may",125,2,-1,0,"unknown"
30,"technician","single","tertiary","no",699,"yes","no","cellular",11,"aug",213,4,-1,0,"unknown"
36,"technician","divorced","secondary","no",54,"yes","no","cellular",27,"aug",1642,3,-1,0,"unknown"
38,"admin.","married","secondary","no",47,"yes","yes","cellular",31,"jul",50,11,-1,0,"unknown"
28,"services","single","secondary","no",899,"no","no","unknown",11,"aug",61,1,-1,0,"unknown"
30,"admin.","single","secondary","no",265,"yes","no","cellular",25,"may",681,1,181,2,"success"
49,"blue-collar","married","primary","no",-157,"yes","no","cellular",7,"jul",491,3,-1,0,"unknown"
45,"blue-collar","married","unknown","no",5640,"yes","no","telephone",31,"jul",18,9,-1,0,"unknown"
33,"management","single","tertiary","no",-75,"yes","yes","cellular",31,"jul",22,8,-1,0,"unknown"
29,"management","married","tertiary","no",205,"no","no","cellular",4,"jun",787,1,-1,0,"unknown"
45,"technician","married","secondary","no",1415,"yes","no","cellular",17,"nov",483,1,116,1,"failure"
36,"management","married","tertiary","no",6172,"yes","yes","cellular",18,"nov",126,2,-1,0,"unknown"
46,"blue-collar","married","secondary","no",310,"yes","no","cellular",24,"jul",58,2,-1,0,"unknown"
19,"student","single","unknown","no",108,"no","no","cellular",9,"mar",273,2,182,1,"success"
44,"blue-collar","married","secondary","no",130,"yes","yes","cellular",11,"may",528,1,-1,0,"unknown"
60,"unknown","married","unknown","no",7337,"no","no","cellular",4,"aug",122,1,-1,0,"unknown"
58,"retired","married","secondary","no",188,"no","no","cellular",14,"aug",141,2,-1,0,"unknown"
57,"unemployed","married","tertiary","no",42,"no","no","unknown",5,"may",46,1,-1,0,"unknown"
32,"admin.","married","secondary","no",205,"no","no","cellular",18,"jul",197,3,-1,0,"unknown"
51,"management","married","tertiary","no",176,"yes","yes","unknown",1,"jun",8,1,687,2,"failure"
46,"blue-collar","married","secondary","no",689,"no","no","cellular",18,"aug",121,7,-1,0,"unknown"
51,"technician","married","secondary","no",0,"no","yes","cellular",23,"jul",68,3,-1,0,"unknown"
37,"admin.","married","secondary","no",96,"no","no","cellular",5,"feb",102,1,182,3,"success"
45,"admin.","married","secondary","no",476,"no","no","cellular",6,"aug",356,1,364,1,"other"
49,"blue-collar","married","primary","no",154,"yes","no","cellular",18,"aug",26,15,-1,0,"unknown"
50,"admin.","single","secondary","no",692,"yes","no","unknown",30,"may",136,8,-1,0,"unknown"
47,"services","divorced","tertiary","no",1639,"no","no","cellular",12,"jan",349,1,-1,0,"unknown"
31,"technician","single","secondary","no",433,"no","no","cellular",11,"aug",1504,2,-1,0,"unknown"
44,"unemployed","single","primary","yes",-4,"no","yes","cellular",30,"jul",788,2,-1,0,"unknown"
41,"blue-collar","married","primary","no",951,"yes","no","cellular",20,"apr",23,4,-1,0,"unknown"
53,"services","single","secondary","no",1162,"yes","no","cellular",21,"nov",322,1,-1,0,"unknown"
77,"retired","married","secondary","no",9601,"no","no","telephone",27,"mar",515,1,-1,0,"unknown"
41,"housemaid","divorced","secondary","no",43,"yes","no","telephone",17,"apr",198,1,-1,0,"unknown"
32,"unemployed","divorced","primary","no",0,"no","no","cellular",15,"jul",175,4,-1,0,"unknown"
45,"admin.","divorced","secondary","no",-121,"yes","no","unknown",3,"jun",197,5,-1,0,"unknown"
43,"self-employed","married","primary","no",0,"yes","no","telephone",30,"oct",81,1,-1,0,"unknown"
42,"technician","married","secondary","no",300,"yes","no","cellular",19,"nov",76,1,-1,0,"unknown"
34,"technician","married","secondary","no",603,"yes","no","cellular",28,"jul",51,4,434,1,"failure"
38,"admin.","married","secondary","no",689,"yes","no","cellular",25,"jul",270,1,-1,0,"unknown"
38,"blue-collar","single","primary","no",1465,"yes","no","unknown",16,"may",239,2,-1,0,"unknown"
53,"housemaid","married","primary","no",5098,"yes","no","unknown",6,"jun",155,3,-1,0,"unknown"
41,"technician","divorced","secondary","no",258,"no","no","cellular",13,"aug",104,6,-1,0,"unknown"
44,"blue-collar","single","secondary","no",0,"no","no","cellular",20,"apr",133,1,-1,0,"unknown"
30,"technician","single","tertiary","no",1081,"no","no","cellular",6,"aug",377,2,-1,0,"unknown"
59,"housemaid","married","primary","no",235,"no","no","cellular",13,"aug",119,2,-1,0,"unknown"
40,"admin.","married","secondary","no",1614,"no","no","cellular",24,"jul",338,1,-1,0,"unknown"
52,"blue-collar","divorced","secondary","no",0,"no","yes","cellular",15,"jul",231,2,-1,0,"unknown"
38,"blue-collar","married","secondary","no",924,"yes","no","unknown",21,"may",108,2,-1,0,"unknown"
42,"unemployed","single","secondary","no",139,"yes","no","cellular",5,"feb",148,2,-1,0,"unknown"
60,"retired","married","primary","no",7791,"no","no","telephone",30,"apr",141,1,-1,0,"unknown"
55,"housemaid","divorced","primary","no",0,"no","no","unknown",12,"jun",90,8,-1,0,"unknown"
25,"student","single","secondary","no",14657,"yes","no","cellular",12,"may",194,3,-1,0,"unknown"
43,"management","married","secondary","no",2115,"yes","no","cellular",18,"nov",102,1,-1,0,"unknown"
40,"technician","married","secondary","no",1498,"no","yes","cellular",21,"aug",139,4,-1,0,"unknown"
60,"management","married","tertiary","no",3301,"no","no","unknown",17,"jun",2621,3,-1,0,"unknown"
50,"technician","divorced","secondary","no",0,"no","no","cellular",1,"apr",280,1,184,3,"success"
45,"unemployed","divorced","secondary","no",728,"yes","yes","cellular",18,"nov",107,1,-1,0,"unknown"
38,"management","married","tertiary","no",0,"no","yes","cellular",31,"jul",122,2,-1,0,"unknown"
58,"management","married","tertiary","no",0,"no","no","unknown",20,"jun",22,4,-1,0,"unknown"
45,"management","single","secondary","no",5993,"no","no","cellular",2,"jun",116,1,-1,0,"unknown"
34,"management","divorced","tertiary","no",1173,"no","yes","cellular",18,"jul",93,1,-1,0,"unknown"
59,"management","married","primary","no",2345,"yes","no","cellular",15,"may",399,1,-1,0,"unknown"
35,"admin.","married","secondary","no",159,"yes","no","cellular",9,"apr",259,2,262,1,"failure"
32,"blue-collar","married","primary","no",1261,"yes","no","unknown",23,"may",132,1,-1,0,"unknown"
34,"management","single","tertiary","no",2455,"no","no","cellular",8,"aug",244,6,-1,0,"unknown"
21,"student","single","secondary","no",210,"no","no","telephone",4,"feb",123,2,174,1,"failure"
34,"management","married","tertiary","no",1778,"no","no","cellular",4,"nov",358,1,162,2,"failure"
23,"blue-collar","single","secondary","no",537,"yes","no","cellular",7,"may",172,1,353,2,"other"
27,"admin.","married","primary","no",395,"yes","no","cellular",20,"apr",122,2,-1,0,"unknown"
66,"retired","married","secondary","no",3409,"no","no","cellular",19,"oct",133,3,160,3,"failure"
33,"management","single","tertiary","no",935,"no","no","cellular",9,"feb",385,2,92,8,"success"
53,"technician","divorced","primary","no",-834,"yes","yes","cellular",8,"jul",130,1,-1,0,"unknown"
47,"admin.","married","secondary","no",0,"no","no","unknown",3,"jun",110,2,-1,0,"unknown"
51,"blue-collar","married","primary","no",21614,"no","no","cellular",29,"aug",47,20,-1,0,"unknown"
30,"self-employed","married","secondary","no",421,"yes","yes","unknown",17,"jun",62,4,-1,0,"unknown"
53,"management","married","tertiary","no",3754,"no","no","cellular",22,"apr",307,1,278,2,"failure"
40,"admin.","single","secondary","no",664,"no","no","cellular",21,"jul",1342,2,-1,0,"unknown"
39,"self-employed","single","secondary","no",759,"yes","no","unknown",20,"jun",100,1,-1,0,"unknown"
44,"unemployed","married","secondary","no",1590,"yes","no","unknown",12,"jun",349,1,-1,0,"unknown"
35,"blue-collar","single","unknown","no",871,"yes","no","unknown",6,"jun",216,3,-1,0,"unknown"
69,"housemaid","married","primary","no",1080,"no","no","cellular",18,"aug",197,2,118,2,"failure"
59,"retired","married","unknown","no",1033,"no","no","unknown",11,"jun",1199,1,-1,0,"unknown"
36,"blue-collar","married","secondary","no",2894,"yes","no","cellular",17,"jul",747,1,-1,0,"unknown"
33,"technician","married","secondary","no",0,"yes","no","cellular",9,"feb",176,2,262,2,"failure"
31,"technician","single","tertiary","no",696,"no","yes","cellular",11,"jul",184,2,-1,0,"unknown"
33,"services","married","secondary","no",-232,"yes","no","unknown",8,"may",208,1,-1,0,"unknown"
34,"management","single","tertiary","no",0,"no","no","cellular",21,"aug",183,2,-1,0,"unknown"
25,"blue-collar","single","secondary","no",286,"yes","no","cellular",18,"may",663,2,-1,0,"unknown"
55,"retired","married","secondary","no",2193,"yes","yes","unknown",28,"may",72,3,-1,0,"unknown"
36,"technician","single","secondary","no",2151,"yes","no","cellular",13,"may",134,1,370,1,"failure"
26,"blue-collar","single","secondary","no",17891,"yes","no","unknown",3,"jun",239,1,-1,0,"unknown"
46,"services","married","secondary","no",1034,"no","no","cellular",8,"aug",109,2,-1,0,"unknown"
34,"management","single","tertiary","no",1058,"yes","no","unknown",28,"may",864,2,-1,0,"unknown"
26,"management","divorced","tertiary","yes",-402,"no","yes","unknown",12,"may",127,2,-1,0,"unknown"
37,"admin.","single","tertiary","no",869,"no","no","cellular",30,"jul",60,8,-1,0,"unknown"
38,"student","divorced","tertiary","no",2946,"no","no","cellular",16,"jun",605,3,-1,0,"unknown"
47,"technician","married","secondary","no",52,"no","no","cellular",20,"aug",881,4,-1,0,"unknown"
37,"services","single","secondary","no",23,"yes","no","cellular",28,"jun",197,1,182,1,"failure"
60,"blue-collar","married","primary","no",136,"yes","no","unknown",8,"may",43,2,-1,0,"unknown"
25,"admin.","single","secondary","no",302,"no","no","cellular",8,"jul",122,1,-1,0,"unknown"
34,"technician","married","tertiary","no",4953,"no","no","cellular",7,"aug",235,2,-1,0,"unknown"
53,"technician","married","secondary","no",0,"no","no","cellular",22,"aug",77,9,-1,0,"unknown"
35,"management","married","secondary","no",2311,"yes","no","cellular",5,"may",659,1,167,1,"failure"
38,"services","married","secondary","no",4582,"yes","no","telephone",16,"apr",193,1,314,4,"other"
38,"retired","single","unknown","no",62,"no","no","unknown",19,"jun",212,1,-1,0,"unknown"
46,"management","single","primary","no",538,"no","no","unknown",17,"jun",118,3,-1,0,"unknown"
50,"management","married","tertiary","no",1859,"no","no","cellular",11,"aug",85,5,-1,0,"unknown"
34,"entrepreneur","single","secondary","no",318,"yes","no","cellular",6,"oct",88,1,169,3,"failure"
51,"self-employed","married","primary","no",106,"yes","no","telephone",6,"may",217,1,169,5,"failure"
47,"technician","married","secondary","no",2246,"yes","no","cellular",10,"jul",330,1,-1,0,"unknown"
53,"blue-collar","married","primary","no",465,"yes","no","cellular",7,"jul",111,2,-1,0,"unknown"
33,"unemployed","married","secondary","no",2,"yes","no","cellular",16,"jul",132,1,-1,0,"unknown"
48,"blue-collar","married","secondary","no",1730,"yes","no","cellular",10,"aug",158,1,102,1,"success"
40,"blue-collar","divorced","primary","no",190,"yes","yes","cellular",17,"apr",139,1,346,2,"failure"
50,"entrepreneur","divorced","tertiary","no",315,"no","no","cellular",8,"jan",249,1,119,1,"failure"
46,"blue-collar","married","secondary","no",640,"yes","no","cellular",12,"mar",215,1,182,4,"success"
31,"management","married","tertiary","no",792,"no","no","cellular",20,"aug",763,14,-1,0,"unknown"
30,"blue-collar","married","secondary","no",1171,"yes","no","cellular",17,"apr",45,7,324,2,"failure"
42,"blue-collar","divorced","primary","no",419,"yes","yes","unknown",14,"may",96,4,-1,0,"unknown"
35,"student","single","secondary","no",188,"yes","no","cellular",5,"may",863,1,78,8,"success"
44,"housemaid","married","tertiary","no",460,"no","no","unknown",17,"jun",491,1,-1,0,"unknown"
28,"management","married","tertiary","no",3516,"no","no","cellular",17,"jul",232,1,-1,0,"unknown"
42,"management","married","tertiary","no",2772,"yes","no","cellular",2,"apr",244,1,-1,0,"unknown"
36,"management","married","tertiary","no",441,"yes","yes","cellular",17,"nov",160,2,-1,0,"unknown"
33,"management","single","tertiary","no",76,"yes","no","unknown",7,"may",256,3,-1,0,"unknown"
24,"blue-collar","married","secondary","no",94,"yes","no","unknown",12,"may",166,2,-1,0,"unknown"
25,"student","single","secondary","no",8,"no","no","cellular",22,"apr",107,2,-1,0,"unknown"
32,"technician","single","tertiary","no",705,"yes","no","cellular",20,"apr",20,4,-1,0,"unknown"
34,"unemployed","married","secondary","no",156,"yes","no","cellular",5,"may",136,5,-1,0,"unknown"
44,"management","married","tertiary","no",1732,"yes","no","unknown",30,"may",43,1,-1,0,"unknown"
33,"blue-collar","single","secondary","no",231,"yes","no","unknown",2,"jun",466,1,-1,0,"unknown"
38,"blue-collar","married","primary","no",354,"yes","no","telephone",13,"may",47,1,-1,0,"unknown"
35,"technician","single","tertiary","no",174,"yes","no","cellular",5,"may",105,1,-1,0,"unknown"
37,"management","married","tertiary","no",825,"yes","no","cellular",11,"aug",214,5,-1,0,"unknown"
33,"technician","single","tertiary","no",119,"no","yes","cellular",21,"jul",202,3,-1,0,"unknown"
56,"housemaid","married","primary","no",0,"yes","yes","cellular",11,"jul",118,2,-1,0,"unknown"
34,"services","married","secondary","no",205,"yes","no","unknown",7,"may",312,1,-1,0,"unknown"
52,"admin.","divorced","secondary","no",363,"yes","no","cellular",21,"aug",168,1,462,1,"success"
53,"technician","married","secondary","no",1389,"no","no","telephone",30,"jul",34,4,-1,0,"unknown"
54,"services","divorced","unknown","no",2177,"no","no","unknown",20,"may",134,5,-1,0,"unknown"
35,"admin.","single","secondary","no",182,"yes","no","unknown",3,"jun",117,1,-1,0,"unknown"
34,"services","married","secondary","no",2021,"yes","yes","cellular",17,"apr",51,6,148,8,"other"
41,"admin.","single","secondary","no",84,"yes","no","unknown",6,"jun",238,3,-1,0,"unknown"
48,"technician","married","tertiary","no",0,"no","no","cellular",19,"aug",58,2,-1,0,"unknown"
55,"management","married","tertiary","no",12675,"no","no","cellular",19,"nov",195,2,-1,0,"unknown"
42,"admin.","married","secondary","no",176,"no","no","cellular",31,"jul",201,2,-1,0,"unknown"
83,"retired","married","tertiary","no",4761,"no","no","telephone",9,"jun",294,2,93,1,"success"
36,"admin.","single","secondary","no",281,"no","no","cellular",9,"jul",225,2,-1,0,"unknown"
43,"blue-collar","married","primary","no",555,"yes","no","cellular",12,"may",175,2,369,2,"failure"
25,"blue-collar","single","secondary","no",150,"yes","no","unknown",5,"jun",492,2,-1,0,"unknown"
30,"blue-collar","married","primary","no",179,"yes","no","unknown",29,"may",764,2,-1,0,"unknown"
41,"entrepreneur","married","tertiary","no",340,"yes","no","cellular",16,"jul",206,2,-1,0,"unknown"
57,"entrepreneur","married","unknown","no",657,"no","no","unknown",12,"jun",344,1,-1,0,"unknown"
37,"technician","married","tertiary","no",127,"yes","no","cellular",13,"feb",71,1,-1,0,"unknown"
35,"blue-collar","single","secondary","no",2514,"yes","no","unknown",4,"jun",85,5,-1,0,"unknown"
48,"management","married","tertiary","no",58,"no","yes","cellular",14,"jul",102,2,-1,0,"unknown"
47,"housemaid","married","primary","no",389,"no","no","unknown",6,"jun",145,2,-1,0,"unknown"
27,"services","single","secondary","no",4923,"yes","no","unknown",19,"may",57,7,-1,0,"unknown"
33,"blue-collar","married","secondary","no",1722,"yes","no","cellular",20,"apr",7,7,-1,0,"unknown"
44,"blue-collar","married","primary","no",749,"yes","no","unknown",16,"jun",424,2,-1,0,"unknown"
31,"management","single","tertiary","no",518,"yes","no","cellular",18,"may",399,1,-1,0,"unknown"
53,"management","divorced","tertiary","no",0,"no","no","unknown",9,"may",44,2,-1,0,"unknown"
35,"technician","married","secondary","no",433,"no","no","cellular",28,"aug",14,16,-1,0,"unknown"
42,"management","divorced","tertiary","no",497,"no","no","unknown",15,"may",84,22,-1,0,"unknown"
33,"management","married","tertiary","no",158,"no","no","cellular",30,"apr",169,2,83,2,"success"
26,"blue-collar","married","secondary","no",1028,"yes","yes","unknown",19,"jun",431,1,-1,0,"unknown"
30,"management","single","secondary","no",3259,"yes","no","cellular",23,"jul",495,1,-1,0,"unknown"
51,"services","married","primary","no",314,"yes","yes","telephone",8,"may",713,3,-1,0,"unknown"
59,"management","married","primary","no",0,"yes","no","telephone",7,"may",123,3,-1,0,"unknown"
45,"admin.","single","secondary","no",206,"yes","no","unknown",5,"may",193,1,-1,0,"unknown"
54,"technician","married","secondary","no",324,"yes","no","telephone",13,"may",51,1,-1,0,"unknown"
36,"services","married","secondary","no",878,"yes","no","cellular",20,"apr",108,1,-1,0,"unknown"
19,"student","single","primary","no",1247,"no","no","cellular",23,"apr",94,1,-1,0,"unknown"
34,"management","single","tertiary","no",395,"yes","no","cellular",16,"apr",316,2,-1,0,"unknown"
50,"management","divorced","tertiary","no",201,"yes","no","cellular",24,"jul",248,1,-1,0,"unknown"
35,"technician","married","secondary","no",289,"yes","no","cellular",11,"aug",80,10,-1,0,"unknown"
59,"unemployed","married","secondary","no",561,"no","no","telephone",19,"oct",323,2,-1,0,"unknown"
46,"blue-collar","married","secondary","no",624,"yes","no","cellular",16,"apr",201,1,-1,0,"unknown"
37,"management","single","tertiary","no",5340,"yes","no","cellular",19,"nov",101,2,104,4,"failure"
55,"admin.","married","secondary","no",1633,"no","no","cellular",11,"jan",210,1,192,2,"success"
82,"retired","married","primary","no",103,"no","no","cellular",1,"sep",368,1,-1,0,"unknown"
47,"admin.","married","secondary","no",1387,"yes","no","cellular",14,"oct",158,1,826,1,"failure"
45,"management","married","tertiary","no",523,"yes","no","unknown",5,"may",849,2,-1,0,"unknown"
45,"blue-collar","single","secondary","no",0,"yes","no","cellular",16,"oct",283,1,165,3,"failure"
45,"management","married","tertiary","no",655,"no","no","unknown",20,"jun",693,3,-1,0,"unknown"
38,"management","divorced","tertiary","no",904,"yes","no","unknown",8,"may",475,1,-1,0,"unknown"
26,"blue-collar","single","secondary","no",277,"no","no","unknown",14,"may",514,2,-1,0,"unknown"
56,"housemaid","divorced","primary","no",864,"no","no","telephone",17,"jul",46,6,-1,0,"unknown"
44,"services","married","secondary","no",-18,"no","yes","cellular",23,"jul",510,2,-1,0,"unknown"
48,"admin.","single","secondary","no",479,"yes","yes","unknown",18,"jun",533,3,-1,0,"unknown"
31,"management","single","tertiary","no",528,"no","yes","cellular",21,"nov",5,7,-1,0,"unknown"
36,"blue-collar","married","primary","no",0,"yes","no","unknown",21,"may",59,2,-1,0,"unknown"
33,"technician","single","tertiary","no",1190,"yes","no","cellular",17,"apr",50,2,252,4,"failure"
34,"blue-collar","married","secondary","no",157,"yes","no","cellular",11,"jul",254,2,-1,0,"unknown"
31,"services","married","secondary","no",179,"yes","no","cellular",14,"may",365,1,351,1,"failure"
38,"technician","married","secondary","no",318,"no","no","cellular",4,"feb",383,1,181,5,"failure"
29,"unemployed","single","primary","no",115,"no","no","cellular",29,"jan",61,2,-1,0,"unknown"
59,"retired","married","secondary","no",1980,"no","no","cellular",11,"aug",185,2,-1,0,"unknown"
28,"blue-collar","married","secondary","no",-470,"yes","no","cellular",7,"may",275,2,-1,0,"unknown"
46,"retired","married","secondary","no",2396,"no","no","cellular",8,"may",307,1,-1,0,"unknown"
52,"management","married","secondary","no",4096,"yes","no","unknown",4,"jun",208,4,-1,0,"unknown"
42,"management","married","tertiary","no",5,"no","no","cellular",21,"nov",1067,2,-1,0,"unknown"
45,"management","married","tertiary","no",212,"no","no","cellular",21,"apr",65,2,-1,0,"unknown"
41,"entrepreneur","married","unknown","no",89,"yes","no","unknown",6,"may",333,2,-1,0,"unknown"
40,"services","married","secondary","no",1291,"no","yes","unknown",12,"jun",138,1,-1,0,"unknown"
32,"technician","married","secondary","no",2,"yes","yes","cellular",8,"jul",143,1,-1,0,"unknown"
60,"blue-collar","married","unknown","no",2090,"yes","no","cellular",7,"may",957,2,-1,0,"unknown"
36,"unemployed","married","secondary","no",1766,"no","no","unknown",11,"jun",595,2,-1,0,"unknown"
54,"blue-collar","married","secondary","no",1288,"yes","no","unknown",14,"may",170,1,-1,0,"unknown"
36,"technician","married","secondary","no",195,"yes","no","unknown",8,"may",380,2,-1,0,"unknown"
35,"services","married","secondary","no",39,"no","no","unknown",7,"may",143,1,-1,0,"unknown"
33,"technician","single","secondary","no",0,"yes","yes","cellular",9,"feb",47,2,12,4,"other"
37,"services","married","secondary","no",1627,"yes","no","unknown",12,"jun",602,2,-1,0,"unknown"
46,"blue-collar","married","secondary","no",0,"yes","no","unknown",29,"may",328,2,-1,0,"unknown"
38,"technician","single","secondary","no",1019,"yes","no","cellular",6,"may",249,1,-1,0,"unknown"
48,"management","married","tertiary","no",3842,"no","no","cellular",1,"oct",168,1,122,2,"success"
35,"management","married","tertiary","no",62,"no","no","cellular",7,"may",226,2,88,4,"success"
32,"technician","single","secondary","no",-28,"no","yes","unknown",4,"jul",400,1,-1,0,"unknown"
37,"services","married","secondary","no",1543,"yes","no","cellular",12,"may",451,4,85,2,"success"
36,"management","married","tertiary","no",-92,"no","yes","cellular",18,"nov",196,3,-1,0,"unknown"
33,"management","married","tertiary","no",901,"no","no","cellular",11,"aug",76,2,-1,0,"unknown"
27,"services","single","secondary","no",-151,"no","no","cellular",8,"jul",283,2,-1,0,"unknown"
40,"admin.","married","secondary","no",0,"no","no","cellular",16,"jul",29,8,-1,0,"unknown"
35,"management","single","tertiary","no",704,"no","no","cellular",21,"apr",164,1,-1,0,"unknown"
45,"retired","married","primary","no",1152,"no","no","unknown",18,"jun",234,2,-1,0,"unknown"
45,"management","single","tertiary","no",4831,"no","no","cellular",29,"jan",479,11,-1,0,"unknown"
30,"entrepreneur","married","secondary","no",1539,"yes","yes","unknown",27,"may",166,9,-1,0,"unknown"
59,"retired","married","secondary","no",2291,"no","yes","cellular",19,"nov",190,1,128,3,"failure"
38,"blue-collar","married","secondary","no",961,"yes","no","unknown",16,"may",346,1,-1,0,"unknown"
44,"blue-collar","married","primary","no",279,"yes","no","cellular",17,"apr",85,1,339,6,"other"
49,"blue-collar","married","secondary","no",16,"yes","no","unknown",16,"may",193,11,-1,0,"unknown"
56,"retired","married","secondary","no",393,"no","yes","cellular",17,"dec",103,1,206,1,"failure"
38,"management","divorced","tertiary","no",4335,"yes","no","cellular",18,"may",157,7,179,1,"failure"
29,"services","single","secondary","no",102,"no","no","cellular",12,"jul",154,1,182,5,"failure"
47,"management","married","tertiary","no",1122,"no","no","cellular",24,"dec",956,1,-1,0,"unknown"
77,"retired","married","tertiary","no",0,"no","no","cellular",16,"oct",847,1,60,1,"success"
41,"blue-collar","single","secondary","no",428,"yes","no","cellular",12,"may",92,1,-1,0,"unknown"
37,"management","married","tertiary","no",1125,"yes","no","unknown",3,"jun",301,1,-1,0,"unknown"
33,"services","married","secondary","no",930,"no","yes","cellular",24,"jul",149,2,-1,0,"unknown"
63,"retired","married","primary","no",3738,"no","no","telephone",9,"nov",301,1,456,4,"failure"
32,"services","single","unknown","no",2378,"no","no","cellular",17,"nov",1132,2,-1,0,"unknown"
40,"admin.","married","secondary","no",2621,"no","yes","cellular",9,"jul",607,4,-1,0,"unknown"
53,"blue-collar","married","primary","no",1301,"no","no","cellular",11,"aug",164,1,-1,0,"unknown"
38,"blue-collar","married","secondary","no",13849,"yes","no","cellular",9,"apr",286,4,321,5,"failure"
25,"management","married","primary","no",168,"yes","no","unknown",3,"jun",801,1,-1,0,"unknown"
57,"management","divorced","tertiary","no",3287,"no","no","cellular",30,"mar",277,2,337,1,"success"
55,"unemployed","married","tertiary","no",5345,"no","no","unknown",6,"may",278,1,-1,0,"unknown"
43,"technician","married","secondary","no",576,"no","no","cellular",2,"feb",229,1,-1,0,"unknown"
45,"blue-collar","married","secondary","no",1964,"yes","no","unknown",30,"may",78,1,-1,0,"unknown"
31,"blue-collar","single","secondary","no",23,"no","no","cellular",21,"nov",116,1,-1,0,"unknown"
45,"unknown","married","unknown","no",360,"no","no","unknown",11,"jun",157,9,-1,0,"unknown"
58,"management","married","tertiary","no",37,"no","no","cellular",28,"jan",236,2,-1,0,"unknown"
35,"blue-collar","married","primary","no",2281,"yes","no","cellular",18,"may",126,2,362,1,"other"
