"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
50,"services","married","secondary","no",753,"no","no","unknown",18,"jun",59,2,-1,0,"unknown","no"
35,"blue-collar","married","primary","no",456,"yes","no","unknown",2,"jun",71,1,-1,0,"unknown","no"
47,"admin.","married","secondary","no",3960,"yes","no","unknown",13,"may",110,1,-1,0,"unknown","no"
33,"management","single","tertiary","no",101,"yes","no","cellular",23,"feb",393,2,130,1,"other","no"
30,"management","married","tertiary","no",359,"no","no","cellular",4,"mar",117,2,-1,0,"unknown","no"
33,"management","married","tertiary","no",1412,"yes","no","unknown",19,"aug",480,1,-1,0,"unknown","yes"
50,"admin.","divorced","secondary","no",81,"no","yes","cellular",21,"nov",64,1,-1,0,"unknown","no"
30,"services","married","unknown","no",840,"no","no","cellular",29,"jan",163,2,-1,0,"unknown","no"
48,"admin.","married","primary","no",4459,"yes","no","cellular",6,"aug",536,1,-1,0,"unknown","no"
56,"retired","married","tertiary","no",142,"no","yes","cellular",14,"jul",329,5,-1,0,"unknown","no"
31,"management","single","tertiary","no",2124,"yes","no","unknown",27,"may",316,2,-1,0,"unknown","no"
47,"management","single","tertiary","no",275,"no","no","cellular",8,"aug",82,2,-1,0,"unknown","no"
53,"services","married","secondary","no",6170,"no","no","cellular",13,"aug",838,4,-1,0,"unknown","yes"
52,"management","married","tertiary","no",0,"yes","yes","cellular",7,"may",541,3,343,5,"failure","no"
39,"services","married","secondary","no",1142,"yes","no","unknown",6,"may",276,1,-1,0,"unknown","no"
40,"admin.","single","secondary","no",956,"yes","no","cellular",29,"jan",83,1,-1,0,"unknown","no"
32,"management","single","tertiary","no",131,"no","no","unknown",3,"jun",267,3,-1,0,"unknown","no"
39,"technician","divorced","secondary","no",0,"no","no","cellular",29,"aug",35,6,-1,0,"unknown","no"
47,"technician","divorced","secondary","no",2914,"yes","no","cellular",18,"aug",405,13,-1,0,"unknown","no"
58,"retired","divorced","tertiary","no",1321,"no","no","telephone",29,"jul",157,6,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",592,"yes","no","unknown",2,"jun",222,2,-1,0,"unknown","no"
33,"management","married","tertiary","no",4728,"no","no","cellular",14,"aug",110,3,-1,0,"unknown","no"
30,"services","married","secondary","no",129,"yes","no","unknown",26,"may",1446,7,-1,0,"unknown","yes"
47,"blue-collar","married","primary","no",2749,"yes","no","cellular",30,"apr",774,2,164,1,"failure","yes"
40,"services","married","secondary","no",181,"yes","no","unknown",16,"may",370,1,-1,0,"unknown","no"
37,"blue-collar","married","primary","no",240,"yes","no","cellular",11,"may",259,1,370,2,"other","no"
37,"management","married","tertiary","no",26,"no","no","cellular",17,"jun",151,7,62,4,"failure","no"
31,"blue-collar","married","primary","no",81,"yes","no","unknown",13,"may",245,4,-1,0,"unknown","no"
51,"technician","married","secondary","no",52,"no","no","cellular",13,"aug",114,2,-1,0,"unknown","no"
42,"housemaid","married","tertiary","no",0,"no","no","cellular",26,"aug",112,10,-1,0,"unknown","no"
34,"blue-collar","married","primary","no",500,"yes","no","cellular",18,"nov",240,2,182,1,"failure","no"
32,"management","single","tertiary","no",394,"yes","no","unknown",8,"may",466,2,-1,0,"unknown","no"
30,"services","married","secondary","no",2261,"yes","yes","cellular",8,"jul",250,2,-1,0,"unknown","no"
35,"technician","married","tertiary","no",202,"no","no","cellular",21,"nov",175,1,-1,0,"unknown","no"
30,"management","single","tertiary","no",114,"no","no","cellular",14,"aug",65,4,-1,0,"unknown","no"
60,"blue-collar","married","primary","no",674,"yes","no","unknown",20,"may",273,4,-1,0,"unknown","no"
41,"self-employed","married","secondary","no",323,"yes","no","cellular",17,"apr",949,2,254,6,"other","yes"
40,"blue-collar","married","secondary","no",617,"yes","no","cellular",5,"may",257,1,-1,0,"unknown","no"
32,"technician","married","secondary","no",2802,"no","no","cellular",20,"aug",157,2,-1,0,"unknown","no"
35,"management","married","tertiary","no",1078,"yes","no","cellular",31,"jul",48,4,-1,0,"unknown","no"
57,"blue-collar","married","primary","no",52,"yes","no","unknown",5,"may",38,1,-1,0,"unknown","no"
52,"blue-collar","divorced","primary","no",29,"yes","no","cellular",15,"may",223,2,298,1,"failure","no"
29,"blue-collar","single","secondary","no",555,"yes","no","cellular",15,"may",133,4,-1,0,"unknown","no"
32,"entrepreneur","single","tertiary","no",890,"yes","yes","cellular",28,"aug",27,10,-1,0,"unknown","no"
40,"entrepreneur","married","tertiary","no",1953,"yes","no","unknown",6,"jun",112,5,-1,0,"unknown","no"
32,"blue-collar","single","secondary","no",604,"no","no","cellular",30,"jan",410,2,196,2,"other","no"
57,"services","married","secondary","no",668,"yes","yes","telephone",18,"may",12,5,-1,0,"unknown","no"
60,"technician","divorced","tertiary","no",1900,"yes","no","unknown",29,"may",77,3,-1,0,"unknown","no"
45,"entrepreneur","married","tertiary","no",2476,"no","no","cellular",13,"aug",239,2,-1,0,"unknown","no"
28,"blue-collar","single","secondary","no",-46,"yes","no","cellular",1,"jun",154,2,91,12,"success","yes"
27,"admin.","single","tertiary","no",4738,"no","no","cellular",13,"jul",752,1,-1,0,"unknown","no"
21,"blue-collar","single","secondary","no",-273,"yes","yes","unknown",13,"may",340,1,-1,0,"unknown","no"
62,"self-employed","married","tertiary","no",3685,"no","no","cellular",3,"feb",181,3,-1,0,"unknown","no"
42,"self-employed","married","tertiary","no",1932,"yes","no","unknown",16,"may",192,32,-1,0,"unknown","no"
54,"management","divorced","secondary","no",155,"yes","no","unknown",14,"may",75,1,-1,0,"unknown","no"
30,"management","single","tertiary","no",18,"no","no","unknown",20,"may",121,11,-1,0,"unknown","no"
37,"management","married","tertiary","no",630,"no","no","cellular",30,"apr",315,1,87,1,"success","yes"
39,"self-employed","married","tertiary","no",1238,"yes","no","cellular",16,"jul",212,1,-1,0,"unknown","no"
32,"technician","single","tertiary","no",1094,"yes","no","cellular",11,"may",207,7,-1,0,"unknown","no"
28,"technician","single","tertiary","no",230,"yes","no","cellular",20,"apr",505,3,-1,0,"unknown","no"
31,"technician","single","secondary","no",1510,"yes","no","cellular",28,"aug",74,14,-1,0,"unknown","no"
30,"entrepreneur","single","primary","no",0,"yes","yes","unknown",27,"may",1051,1,-1,0,"unknown","yes"
31,"management","divorced","tertiary","no",414,"no","yes","cellular",16,"jul",241,1,-1,0,"unknown","yes"
44,"blue-collar","single","secondary","no",34,"yes","no","unknown",5,"may",404,4,-1,0,"unknown","no"
44,"self-employed","married","primary","no",414,"yes","no","cellular",4,"feb",138,1,272,2,"other","no"
35,"technician","divorced","secondary","no",2,"no","no","unknown",3,"jul",88,1,-1,0,"unknown","no"
38,"services","married","secondary","no",-314,"yes","no","unknown",28,"may",66,2,-1,0,"unknown","no"
24,"student","single","secondary","no",1919,"yes","no","unknown",29,"may",127,4,-1,0,"unknown","no"
35,"management","single","secondary","no",81,"yes","no","cellular",29,"jan",79,1,-1,0,"unknown","no"
57,"services","married","primary","no",-319,"no","yes","cellular",5,"feb",620,1,196,1,"other","no"
28,"technician","single","secondary","no",227,"no","no","cellular",30,"apr",278,1,-1,0,"unknown","yes"
39,"blue-collar","married","primary","no",1373,"yes","no","telephone",28,"jul",81,5,-1,0,"unknown","no"
37,"services","married","secondary","no",343,"yes","yes","cellular",7,"may",104,1,304,7,"failure","no"
28,"blue-collar","single","primary","no",1199,"yes","no","cellular",30,"jul",1011,20,-1,0,"unknown","no"
27,"admin.","single","tertiary","no",2068,"no","no","cellular",7,"apr",49,2,-1,0,"unknown","no"
26,"blue-collar","single","secondary","no",5829,"no","no","cellular",23,"jul",41,2,-1,0,"unknown","no"
55,"technician","married","secondary","no",77,"yes","no","unknown",23,"jun",364,2,-1,0,"unknown","no"
33,"entrepreneur","married","tertiary","no",-886,"yes","yes","cellular",25,"aug",103,6,-1,0,"unknown","no"
51,"services","married","primary","no",636,"yes","yes","telephone",18,"may",36,6,-1,0,"unknown","no"
36,"management","married","tertiary","no",9324,"yes","no","cellular",30,"mar",138,8,-1,0,"unknown","no"
47,"technician","divorced","tertiary","no",194,"no","no","unknown",20,"jun",368,2,-1,0,"unknown","no"
56,"retired","married","secondary","no",0,"yes","no","unknown",7,"may",333,4,-1,0,"unknown","no"
30,"admin.","single","secondary","no",-36,"no","no","cellular",16,"jul",561,9,-1,0,"unknown","yes"
42,"admin.","married","secondary","no",1133,"yes","no","cellular",7,"jul",375,3,-1,0,"unknown","no"
40,"blue-collar","married","primary","no",780,"yes","no","cellular",12,"may",206,1,357,1,"failure","no"
28,"admin.","married","secondary","no",503,"no","yes","cellular",21,"jul",553,2,-1,0,"unknown","no"
34,"admin.","divorced","secondary","no",0,"yes","no","cellular",6,"may",153,1,-1,0,"unknown","no"
48,"blue-collar","married","primary","no",492,"no","yes","cellular",21,"aug",139,2,-1,0,"unknown","no"
59,"admin.","married","secondary","no",1914,"yes","no","cellular",7,"jul",126,3,-1,0,"unknown","no"
31,"services","married","primary","no",46,"no","no","cellular",10,"jul",37,1,-1,0,"unknown","no"
42,"services","married","secondary","no",0,"no","no","unknown",18,"jun",118,6,-1,0,"unknown","no"
47,"management","divorced","unknown","no",184,"yes","no","cellular",10,"jul",144,1,-1,0,"unknown","no"
55,"blue-collar","divorced","primary","no",962,"no","yes","telephone",28,"jan",88,2,-1,0,"unknown","no"
33,"services","single","tertiary","no",-104,"no","yes","cellular",14,"jul",231,2,-1,0,"unknown","no"
38,"admin.","married","secondary","no",1283,"yes","no","cellular",29,"jul",60,6,-1,0,"unknown","no"
57,"services","divorced","secondary","no",739,"yes","no","unknown",20,"may",352,5,-1,0,"unknown","no"
40,"technician","married","secondary","no",2715,"yes","no","unknown",29,"may",125,2,-1,0,"unknown","no"
31,"technician","married","secondary","no",477,"no","no","cellular",30,"apr",146,1,-1,0,"unknown","no"
33,"admin.","married","secondary","no",0,"yes","no","cellular",30,"jul",41,5,-1,0,"unknown","no"
32,"services","single","secondary","no",133,"no","no","cellular",15,"apr",171,1,-1,0,"unknown","yes"
29,"services","single","tertiary","no",8947,"yes","no","cellular",4,"may",535,2,-1,0,"unknown","no"
35,"technician","single","tertiary","no",2277,"no","yes","cellular",11,"aug",55,2,-1,0,"unknown","no"
39,"admin.","single","secondary","no",762,"yes","no","unknown",8,"may",288,1,-1,0,"unknown","no"
48,"technician","married","primary","no",235,"no","no","cellular",9,"sep",386,2,191,3,"success","yes"
27,"management","single","tertiary","no",0,"yes","no","cellular",5,"feb",196,1,-1,0,"unknown","no"
47,"entrepreneur","divorced","secondary","no",392,"yes","yes","cellular",16,"apr",279,3,148,1,"failure","no"
35,"management","married","tertiary","no",1012,"no","no","unknown",9,"jun",105,1,-1,0,"unknown","no"
53,"admin.","married","secondary","no",10541,"no","no","cellular",9,"feb",164,2,92,1,"success","yes"
58,"housemaid","married","primary","no",0,"yes","no","telephone",9,"jul",148,1,-1,0,"unknown","no"
37,"technician","single","tertiary","no",487,"no","yes","unknown",4,"jul",30,2,-1,0,"unknown","no"
29,"blue-collar","divorced","secondary","no",-19,"yes","no","cellular",20,"apr",712,4,-1,0,"unknown","yes"
55,"blue-collar","single","primary","no",1187,"yes","no","cellular",17,"apr",113,1,319,2,"failure","no"
59,"admin.","married","primary","no",1040,"no","no","telephone",31,"jul",733,1,-1,0,"unknown","no"
55,"technician","married","secondary","no",978,"yes","no","unknown",19,"may",259,1,-1,0,"unknown","no"
42,"management","married","tertiary","no",2819,"yes","no","cellular",18,"nov",149,2,-1,0,"unknown","no"
35,"technician","married","tertiary","no",118,"no","no","cellular",6,"aug",358,2,-1,0,"unknown","no"
39,"blue-collar","married","secondary","no",39,"yes","no","unknown",18,"jun",34,6,-1,0,"unknown","no"
52,"technician","married","secondary","no",279,"no","yes","cellular",14,"jul",197,3,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",-85,"yes","no","cellular",13,"may",56,1,343,1,"other","no"
35,"blue-collar","married","primary","no",623,"yes","no","cellular",6,"may",97,2,-1,0,"unknown","no"
50,"unemployed","married","secondary","no",-13,"yes","no","unknown",14,"may",554,1,-1,0,"unknown","no"
43,"blue-collar","married","secondary","no",3549,"yes","no","cellular",15,"may",7,5,-1,0,"unknown","no"
27,"admin.","married","tertiary","no",2855,"no","no","cellular",22,"jul",138,2,178,4,"success","yes"
32,"housemaid","married","primary","no",344,"yes","no","unknown",9,"may",85,2,-1,0,"unknown","no"
35,"admin.","married","secondary","no",846,"yes","yes","unknown",19,"may",175,2,-1,0,"unknown","no"
40,"admin.","single","secondary","no",263,"yes","no","unknown",6,"may",231,1,-1,0,"unknown","no"
31,"services","single","secondary","no",1599,"no","no","cellular",30,"apr",226,1,78,2,"success","no"
48,"unemployed","married","primary","no",9622,"no","no","cellular",12,"aug",787,6,-1,0,"unknown","no"
35,"technician","married","secondary","no",513,"yes","no","cellular",18,"jul",377,1,-1,0,"unknown","no"
31,"self-employed","married","tertiary","no",94,"no","no","cellular",22,"aug",579,2,-1,0,"unknown","yes"
37,"services","single","secondary","no",54,"yes","no","cellular",18,"nov",328,2,131,1,"failure","no"
38,"self-employed","single","tertiary","no",5774,"yes","no","cellular",15,"may",406,4,359,5,"other","yes"
28,"admin.","single","secondary","no",53,"no","no","cellular",2,"feb",67,1,-1,0,"unknown","no"
45,"blue-collar","married","secondary","no",2152,"no","no","unknown",9,"jun",92,1,-1,0,"unknown","no"
36,"unemployed","married","secondary","no",16,"yes","yes","cellular",17,"nov",89,2,-1,0,"unknown","no"
31,"blue-collar","married","primary","no",54,"yes","no","cellular",18,"may",239,6,-1,0,"unknown","no"
45,"self-employed","divorced","tertiary","no",963,"yes","no","cellular",12,"may",528,5,-1,0,"unknown","yes"
33,"blue-collar","married","secondary","no",833,"yes","yes","cellular",18,"nov",62,6,-1,0,"unknown","no"
40,"admin.","single","secondary","no",-1,"no","no","cellular",7,"jul",173,1,-1,0,"unknown","no"
48,"retired","divorced","primary","no",666,"yes","no","cellular",15,"may",10,5,-1,0,"unknown","no"
30,"blue-collar","single","secondary","no",16,"yes","no","unknown",19,"may",127,5,-1,0,"unknown","no"
46,"management","divorced","tertiary","no",134,"no","no","cellular",19,"aug",134,2,-1,0,"unknown","no"
61,"retired","married","secondary","no",1058,"no","no","cellular",27,"oct",277,1,92,5,"success","no"
31,"entrepreneur","married","tertiary","no",0,"yes","yes","cellular",11,"jul",151,2,-1,0,"unknown","no"
49,"services","married","secondary","no",3169,"no","no","unknown",9,"jun",626,1,-1,0,"unknown","no"
35,"technician","divorced","secondary","no",2047,"yes","no","cellular",1,"oct",66,1,-1,0,"unknown","no"
32,"blue-collar","married","primary","no",-56,"yes","yes","cellular",17,"apr",405,2,305,20,"other","no"
53,"housemaid","divorced","secondary","no",120,"no","no","unknown",17,"jun",343,2,-1,0,"unknown","no"
40,"blue-collar","married","primary","no",-388,"yes","no","cellular",4,"may",195,3,340,1,"failure","no"
57,"retired","married","secondary","no",789,"no","no","unknown",19,"jun",2635,3,-1,0,"unknown","no"
36,"technician","single","tertiary","no",46,"yes","no","cellular",6,"aug",459,3,-1,0,"unknown","no"
27,"self-employed","single","tertiary","no",5214,"yes","no","unknown",28,"may",94,1,-1,0,"unknown","no"
53,"blue-collar","married","primary","no",6386,"yes","no","unknown",12,"may",170,8,-1,0,"unknown","no"
38,"housemaid","married","secondary","no",0,"yes","no","cellular",23,"jul",157,1,-1,0,"unknown","no"
29,"management","single","tertiary","no",1026,"no","no","cellular",12,"feb",138,2,92,2,"success","yes"
45,"management","single","tertiary","no",5694,"yes","no","cellular",18,"nov",145,2,193,2,"failure","no"
30,"services","married","secondary","no",-176,"yes","no","cellular",30,"jul",47,31,-1,0,"unknown","no"
31,"management","divorced","tertiary","no",883,"yes","no","cellular",5,"mar",112,2,106,1,"failure","yes"
39,"technician","married","secondary","no",697,"no","no","cellular",15,"jun",108,1,-1,0,"unknown","no"
44,"blue-collar","married","primary","no",6393,"no","no","cellular",22,"jul",156,20,-1,0,"unknown","no"
26,"self-employed","single","tertiary","no",25,"no","no","cellular",28,"jan",158,1,-1,0,"unknown","no"
40,"management","single","tertiary","no",383,"yes","no","unknown",6,"jun",106,5,-1,0,"unknown","no"
26,"student","single","secondary","no",5296,"no","no","telephone",12,"aug",127,1,-1,0,"unknown","no"
30,"blue-collar","single","unknown","no",6281,"no","no","cellular",21,"apr",149,2,-1,0,"unknown","yes"
38,"technician","divorced","tertiary","no",1805,"no","no","unknown",9,"jun",952,2,-1,0,"unknown","yes"
43,"technician","single","secondary","no",54,"yes","no","cellular",30,"jul",62,2,-1,0,"unknown","no"
37,"entrepreneur","single","tertiary","no",65,"no","no","cellular",31,"jul",22,4,-1,0,"unknown","no"
38,"technician","single","secondary","no",325,"no","no","cellular",3,"feb",14,6,196,2,"other","no"
51,"technician","married","primary","no",1550,"no","no","unknown",20,"jun",12,5,-1,0,"unknown","no"
28,"technician","married","secondary","no",158,"yes","yes","telephone",24,"jul",77,1,-1,0,"unknown","no"
39,"blue-collar","single","unknown","no",3583,"no","no","unknown",5,"jun",97,2,-1,0,"unknown","no"
33,"management","divorced","tertiary","yes",280,"no","yes","cellular",18,"nov",155,1,-1,0,"unknown","no"
40,"blue-collar","divorced","secondary","no",0,"yes","no","cellular",15,"may",21,2,-1,0,"unknown","no"
36,"technician","single","secondary","no",0,"no","no","cellular",28,"aug",8,13,-1,0,"unknown","no"
28,"management","single","tertiary","no",293,"yes","no","cellular",14,"may",265,1,-1,0,"unknown","no"
40,"entrepreneur","married","secondary","no",0,"no","yes","cellular",15,"jul",103,4,-1,0,"unknown","no"
52,"technician","divorced","secondary","no",1005,"yes","no","cellular",2,"jun",195,1,-1,0,"unknown","yes"
55,"housemaid","divorced","unknown","no",1276,"no","no","unknown",20,"jun",8,12,-1,0,"unknown","no"
53,"blue-collar","married","secondary","no",2531,"yes","no","cellular",7,"apr",413,1,-1,0,"unknown","no"
69,"retired","married","primary","no",2398,"no","no","cellular",12,"apr",161,1,186,1,"failure","no"
55,"blue-collar","married","secondary","no",388,"no","no","cellular",12,"aug",187,2,-1,0,"unknown","no"
54,"self-employed","married","primary","no",1463,"no","no","unknown",20,"jun",60,1,-1,0,"unknown","no"
50,"blue-collar","married","secondary","no",160,"yes","no","unknown",13,"may",334,1,-1,0,"unknown","no"
31,"services","single","secondary","no",295,"no","no","cellular",2,"feb",78,5,-1,0,"unknown","no"
55,"entrepreneur","married","primary","no",199,"no","no","cellular",17,"nov",176,1,-1,0,"unknown","no"
37,"management","married","tertiary","no",292,"no","no","cellular",21,"aug",133,2,-1,0,"unknown","no"
28,"management","divorced","tertiary","no",229,"yes","no","cellular",9,"apr",1042,2,315,2,"other","yes"
48,"housemaid","married","tertiary","no",5473,"no","no","cellular",24,"aug",232,2,-1,0,"unknown","yes"
73,"retired","single","secondary","no",1050,"no","no","cellular",4,"sep",73,2,-1,0,"unknown","no"
44,"technician","divorced","secondary","no",0,"yes","no","cellular",28,"jul",463,2,-1,0,"unknown","no"
42,"blue-collar","single","primary","no",177,"yes","no","cellular",14,"may",174,2,-1,0,"unknown","no"
44,"entrepreneur","divorced","tertiary","no",134,"yes","no","cellular",12,"may",78,5,-1,0,"unknown","no"
42,"management","married","primary","no",-417,"yes","no","cellular",5,"feb",81,3,273,3,"failure","no"
37,"management","married","tertiary","no",7974,"yes","no","cellular",30,"oct",176,5,158,7,"other","no"
34,"management","married","tertiary","no",4170,"yes","no","unknown",21,"may",935,1,-1,0,"unknown","no"
28,"services","married","secondary","no",468,"yes","yes","unknown",3,"jun",222,1,-1,0,"unknown","no"
36,"technician","married","tertiary","no",1327,"no","no","cellular",29,"oct",174,2,-1,0,"unknown","no"
30,"technician","single","secondary","no",1052,"no","no","cellular",28,"aug",147,2,-1,0,"unknown","no"
46,"housemaid","married","primary","no",312,"yes","yes","cellular",25,"jul",137,7,-1,0,"unknown","no"
32,"technician","divorced","secondary","no",273,"yes","no","unknown",4,"jun",204,1,-1,0,"unknown","no"
27,"entrepreneur","married","secondary","no",220,"yes","no","unknown",19,"may",480,1,-1,0,"unknown","no"
34,"admin.","single","tertiary","no",18,"yes","yes","cellular",27,"oct",114,1,180,1,"success","no"
29,"technician","single","secondary","no",3527,"no","yes","cellular",10,"jul",171,5,-1,0,"unknown","no"
47,"management","married","secondary","no",623,"yes","no","cellular",13,"may",102,6,-1,0,"unknown","no"
34,"services","single","secondary","no",2257,"no","yes","telephone",30,"jan",568,2,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",10142,"yes","no","cellular",20,"nov",249,1,-1,0,"unknown","no"
64,"retired","married","secondary","no",2031,"no","no","cellular",13,"nov",202,5,-1,0,"unknown","no"
48,"management","single","tertiary","no",-295,"no","yes","cellular",28,"jan",121,1,190,2,"failure","no"
46,"self-employed","married","tertiary","no",917,"no","no","cellular",9,"jul",389,5,-1,0,"unknown","no"
44,"technician","married","secondary","no",2626,"yes","no","cellular",18,"nov",170,2,188,3,"failure","no"
59,"retired","divorced","secondary","no",337,"yes","no","unknown",15,"may",118,4,-1,0,"unknown","no"
42,"self-employed","married","tertiary","no",0,"no","no","cellular",28,"aug",35,13,-1,0,"unknown","no"
34,"management","married","secondary","no",487,"yes","no","unknown",8,"may",442,2,-1,0,"unknown","no"
39,"technician","married","tertiary","no",508,"no","no","cellular",2,"nov",154,3,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",320,"yes","no","cellular",12,"nov",413,1,92,3,"success","yes"
29,"self-employed","married","secondary","no",123,"no","yes","cellular",21,"apr",158,2,181,1,"success","yes"
39,"management","married","tertiary","no",224,"no","no","cellular",20,"aug",414,2,-1,0,"unknown","no"
41,"services","married","secondary","no",471,"yes","no","cellular",13,"may",954,2,293,4,"success","yes"
31,"management","single","tertiary","no",498,"no","no","cellular",11,"aug",182,2,-1,0,"unknown","no"
48,"admin.","married","secondary","no",933,"no","no","cellular",29,"jul",446,2,-1,0,"unknown","no"
30,"management","single","tertiary","no",398,"no","no","cellular",30,"apr",554,1,6,2,"success","yes"
39,"blue-collar","married","primary","no",20,"yes","no","unknown",7,"may",109,1,-1,0,"unknown","no"
33,"management","divorced","secondary","no",321,"no","yes","cellular",30,"jul",151,10,-1,0,"unknown","no"
38,"blue-collar","married","primary","no",-854,"yes","no","unknown",2,"jun",194,4,-1,0,"unknown","no"
32,"blue-collar","single","secondary","no",160,"yes","no","unknown",9,"may",190,1,-1,0,"unknown","no"
26,"blue-collar","single","secondary","no",940,"yes","no","unknown",6,"jun",237,3,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",3653,"yes","yes","unknown",6,"jun",167,4,-1,0,"unknown","no"
42,"blue-collar","single","secondary","no",7547,"no","no","cellular",29,"jul",1569,2,-1,0,"unknown","no"
51,"management","married","tertiary","no",2934,"yes","no","cellular",18,"nov",727,4,-1,0,"unknown","no"
34,"self-employed","single","unknown","no",687,"yes","no","cellular",14,"may",99,2,-1,0,"unknown","no"
30,"admin.","single","secondary","no",523,"no","yes","cellular",12,"jun",136,3,101,1,"success","no"
63,"management","married","tertiary","no",5112,"no","no","telephone",13,"nov",2184,2,95,3,"failure","yes"
40,"technician","single","secondary","no",2141,"no","no","cellular",18,"nov",107,3,-1,0,"unknown","no"
53,"management","married","tertiary","no",32,"no","yes","cellular",22,"aug",122,2,-1,0,"unknown","no"
26,"blue-collar","single","primary","no",36,"no","yes","cellular",31,"jul",34,32,-1,0,"unknown","no"
42,"blue-collar","married","primary","no",201,"yes","no","cellular",30,"apr",841,1,85,2,"failure","yes"
35,"unknown","married","primary","no",365,"no","no","cellular",29,"aug",41,2,-1,0,"unknown","no"
38,"management","married","tertiary","no",1066,"yes","no","cellular",28,"jan",86,1,189,1,"failure","no"
39,"blue-collar","married","secondary","no",1045,"yes","yes","cellular",9,"jul",290,13,-1,0,"unknown","no"
34,"technician","married","secondary","no",-346,"yes","no","unknown",3,"jul",115,4,-1,0,"unknown","no"
36,"admin.","married","secondary","no",1733,"no","yes","cellular",22,"jul",204,3,-1,0,"unknown","no"
33,"technician","single","secondary","no",80,"no","no","cellular",22,"aug",572,2,-1,0,"unknown","no"
44,"services","single","secondary","no",492,"yes","no","cellular",12,"may",56,1,361,2,"other","no"
42,"admin.","single","secondary","no",-149,"yes","yes","cellular",8,"may",33,1,-1,0,"unknown","no"
30,"entrepreneur","married","secondary","no",392,"yes","no","cellular",20,"nov",117,3,-1,0,"unknown","no"
48,"management","divorced","unknown","no",343,"no","no","cellular",4,"feb",191,1,-1,0,"unknown","no"
29,"services","married","secondary","no",10,"yes","no","cellular",14,"jul",246,2,-1,0,"unknown","no"
31,"admin.","married","secondary","no",1262,"yes","no","cellular",20,"apr",74,2,-1,0,"unknown","no"
47,"blue-collar","married","secondary","no",4709,"no","no","cellular",22,"aug",78,4,-1,0,"unknown","no"
46,"blue-collar","married","secondary","no",130,"yes","no","cellular",14,"may",106,1,349,1,"failure","no"
40,"technician","divorced","secondary","no",692,"yes","no","unknown",30,"may",58,3,-1,0,"unknown","no"
28,"management","single","tertiary","no",730,"yes","no","cellular",3,"mar",631,1,-1,0,"unknown","yes"
38,"admin.","divorced","secondary","no",308,"yes","no","unknown",6,"may",102,1,-1,0,"unknown","no"
30,"services","single","secondary","no",114,"no","yes","cellular",18,"jul",110,10,-1,0,"unknown","no"
45,"management","married","tertiary","no",-73,"no","no","cellular",18,"nov",125,2,-1,0,"unknown","no"
22,"student","single","secondary","no",47,"no","no","cellular",14,"aug",236,2,-1,0,"unknown","no"
40,"technician","married","secondary","no",826,"no","no","unknown",24,"feb",174,1,267,2,"other","no"
43,"unemployed","divorced","primary","no",-70,"yes","no","cellular",12,"may",124,2,-1,0,"unknown","no"
79,"retired","divorced","secondary","no",631,"no","no","telephone",8,"feb",105,2,181,1,"failure","no"
30,"admin.","single","secondary","no",-1,"yes","no","unknown",28,"may",141,1,-1,0,"unknown","no"
56,"blue-collar","married","primary","no",397,"yes","no","cellular",13,"aug",240,2,-1,0,"unknown","no"
34,"admin.","married","tertiary","no",457,"no","no","cellular",6,"feb",144,5,-1,0,"unknown","no"
31,"technician","single","tertiary","no",1710,"yes","no","unknown",23,"may",385,1,-1,0,"unknown","no"
44,"management","married","tertiary","no",1242,"yes","no","cellular",6,"aug",384,6,-1,0,"unknown","no"
37,"admin.","married","secondary","no",0,"yes","no","cellular",2,"jun",107,1,-1,0,"unknown","yes"
35,"management","married","tertiary","no",416,"no","no","cellular",7,"aug",163,4,-1,0,"unknown","no"
52,"blue-collar","married","primary","yes",0,"no","no","cellular",23,"jul",322,3,-1,0,"unknown","no"
39,"admin.","divorced","secondary","no",223,"yes","yes","cellular",12,"may",115,2,-1,0,"unknown","no"
63,"retired","married","secondary","no",23047,"no","no","cellular",17,"jun",530,1,139,2,"other","no"
42,"management","married","tertiary","no",1336,"yes","yes","cellular",22,"jul",65,1,-1,0,"unknown","no"
36,"management","single","tertiary","no",467,"no","no","cellular",5,"feb",305,2,-1,0,"unknown","no"
38,"technician","married","secondary","no",728,"yes","no","cellular",18,"nov",286,1,181,2,"other","no"
31,"entrepreneur","single","tertiary","yes",-405,"yes","yes","cellular",13,"aug",703,2,-1,0,"unknown","yes"
45,"blue-collar","married","secondary","no",0,"yes","no","unknown",26,"may",112,2,-1,0,"unknown","no"
35,"management","divorced","tertiary","no",3837,"yes","no","unknown",8,"may",1084,1,-1,0,"unknown","yes"
34,"technician","married","secondary","no",173,"no","no","unknown",4,"jul",31,1,-1,0,"unknown","no"
36,"management","married","tertiary","no",1313,"no","no","cellular",26,"aug",80,6,-1,0,"unknown","no"
41,"services","single","secondary","no",0,"no","no","unknown",20,"jun",204,2,-1,0,"unknown","no"
49,"entrepreneur","married","primary","no",563,"no","no","unknown",19,"jun",84,1,-1,0,"unknown","no"
38,"technician","single","tertiary","no",876,"yes","no","cellular",13,"may",5,7,355,4,"failure","no"
